Id,SalePrice
1461,113669.59751037914
1462,163214.42769695015
1463,190588.8362104115
1464,197496.03109068653
1465,202866.80405456058
1466,173474.91715279547
1467,180812.47880087342
1468,160233.38571098843
1469,209795.55946211622
1470,115934.52054515222
1471,158511.98998644148
1472,97124.5691842859
1473,94518.87100402429
1474,146798.16496992367
1475,109871.5572261372
1476,377070.33510463923
1477,259736.96594548854
1478,312369.87564684066
1479,305247.13769004523
1480,480282.41413286276
1481,311103.1954088677
1482,205034.81334419845
1483,178640.58917991794
1484,161344.69401299415
1485,178942.81224549632
1486,190317.2025874402
1487,334845.64118594193
1488,225081.62906549513
1489,205371.65731471797
1490,260850.2095358711
1491,199849.5487737551
1492,103099.45184436707
1493,193078.8640130743
1494,313681.2741645776
1495,290017.1451653583
1496,248040.595034996
1497,177109.17859873502
1498,174156.645150436
1499,164843.75582472442
1500,149029.55183969042
1501,195939.86853348726
1502,132853.91325679113
1503,362861.4784292149
1504,234468.37909815813
1505,227249.53825679113
1506,189257.961642198
1507,259568.7836374574
1508,196233.8553152307
1509,153726.35311466898
1510,142356.01638451315
1511,160983.07867676346
1512,181239.03824626133
1513,152446.53464480743
1514,166730.77479466522
1515,215238.41664734558
1516,158298.4739967176
1517,185668.13377342335
1518,124488.11897179048
1519,218788.61372355124
1520,127600.57463123904
1521,135973.10877120376
1522,187983.6428049622
1523,114910.386497815
1524,127397.14611030353
1525,121212.66536594699
1526,110761.29084304335
1527,108727.86432620656
1528,133358.94710925888
1529,158016.8520770931
1530,204373.26230833135
1531,125722.79734861242
1532,86360.54941175216
1533,159022.90306684267
1534,129500.96829391178
1535,154565.1860459143
1536,92768.81909050106
1537,50791.020505635985
1538,152078.1116843135
1539,207315.34314864795
1540,123641.39965384868
1541,138754.14413342078
1542,163485.79681027163
1543,188383.34463009343
1544,73010.2451763469
1545,119112.91605079683
1546,134831.68246722163
1547,129307.03221072222
1548,149145.12123237815
1549,123226.14096322237
1550,143709.9939205816
1551,105993.84377177716
1552,160764.3083781241
1553,149351.32191498872
1554,121980.34093288417
1555,163097.6809393216
1556,55117.77003641726
1557,136619.746090204
1558,104700.26470066512
1559,57662.140473241554
1560,121594.19042851939
1561,149403.363425847
1562,129083.88822284024
1563,131323.3600741712
1564,161515.06973006498
1565,156488.574067809
1566,227862.91785762072
1567,75055.93722644485
1568,222926.35644055618
1569,134603.57560239857
1570,130798.30981725716
1571,88255.76167902623
1572,152644.00788884427
1573,268309.47324491246
1574,139262.63731678872
1575,231511.7049487242
1576,229292.01044870133
1577,180892.72188756173
1578,157621.2436770068
1579,148363.15586836086
1580,190279.18570622028
1581,154465.93072072248
1582,133210.69507645618
1583,281110.78634793876
1584,221284.3050212849
1585,134050.56901299412
1586,72170.8980827204
1587,111182.48720266718
1588,156804.89896774295
1589,108026.82698479049
1590,123696.4176979493
1591,87230.14169562157
1592,133107.99734921678
1593,126673.20396214526
1594,-1.0380263207035533e+18
1595,116261.59717539448
1596,228104.82180028164
1597,210560.35289221778
1598,211757.84851993923
1599,185739.57704032894
1600,165391.63082017723
1601,53346.05429240785
1602,125304.46024324399
1603,48581.47416160707
1604,275381.7470411898
1605,224325.85500108998
1606,150727.69985168317
1607,167187.84702359108
1608,199747.09831011167
1609,190396.78231471794
1610,153315.2491185107
1611,125300.44826249193
1612,186633.9803937577
1613,166243.01091239968
1614,136330.58587471073
1615,91432.65398197951
1616,67535.0443239234
1617,85044.46444507242
1618,135174.23523707828
1619,142114.584398081
1620,187493.04325095456
1621,131638.56819865108
1622,149035.05349319868
1623,254247.33575714717
1624,199748.54782595515
1625,116234.70265231872
1626,167842.75657573066
1627,193388.0962874032
1628,276703.8189624171
1629,177376.34068513397
1630,370646.05186851835
1631,255161.5225813543
1632,249690.33588117862
1633,172988.07822906805
1634,184240.3398215458
1635,170463.6667889845
1636,146420.13279909978
1637,200342.3783714664
1638,176380.8024812656
1639,182153.775157181
1640,236239.51849036678
1641,185639.81287202772
1642,255168.88283599768
1643,216237.8050212849
1644,240247.2269177203
1645,209520.593168819
1646,155045.96882998367
1647,157208.1775337956
1648,126129.59124912025
1649,127108.46849446191
1650,117753.28986610861
1651,115096.9675457953
1652,97480.462689587
1653,92884.4266937185
1654,144133.47680791141
1655,121055.85331704676
1656,144144.51459470412
1657,155448.2027108433
1658,147375.70288408946
1659,127352.18415042378
1660,149579.98606115312
1661,434706.57945423457
1662,391857.1183148804
1663,390362.9751737893
1664,522152.5222968732
1665,335066.6958074733
1666,325899.9662527917
1667,380080.48441938846
1668,362443.7068768802
1669,321832.23958091624
1670,366351.90741594177
1671,272578.5995020636
1672,410084.37564684043
1673,290768.38621821086
1674,247065.17734984332
1675,206595.71679315105
1676,210271.64159582168
1677,219204.47188756173
1678,478477.79829846724
1679,391893.18189700105
1680,344839.0523895499
1681,282799.21264346293
1682,322835.6806716088
1683,192026.5780708726
1684,165522.55024172325
1685,172574.00888817786
1686,164095.44401299412
1687,163580.56404016254
1688,181751.77805420032
1689,186390.05563655464
1690,188716.69883797405
1691,176201.53967934105
1692,253312.07294339334
1693,165172.4044724312
1694,182580.77109007383
1695,167627.36425835703
1696,257662.9287509528
1697,176163.7852366266
1698,337389.28442907706
1699,328520.4600548694
1700,275394.99014610116
1701,281355.5201653583
1702,233280.9536861423
1703,228000.03964667808
1704,271444.5165958217
1705,245050.9378749016
1706,197916.02229687307
1707,232402.0785937979
1708,202383.55359873502
1709,248013.53193776554
1710,221887.34688756173
1711,268029.35422844696
1712,255552.518362661
1713,284786.5039010006
1714,229360.49691380598
1715,208835.66325679113
1716,184491.24171487417
1717,169300.43743473556
1718,146102.6508905326
1719,224735.47325641784
1720,249511.5162208511
1721,146095.34261780602
1722,110831.65089053266
1723,149735.82366472788
1724,215177.8577814781
1725,242699.95456491824
1726,185277.72344373184
1727,159417.0946663902
1728,153696.63190913308
1729,171888.66374182364
1730,167020.29188226705
1731,108855.57915721988
1732,133366.63526459612
1733,118136.73037611469
1734,122275.3763298142
1735,91116.1038655209
1736,96576.6196379738
1737,281670.06198142085
1738,278470.1518831764
1739,249874.85928195022
1740,221377.62652667152
1741,193404.38246874468
1742,179328.74353348726
1743,168839.11853348723
1744,370440.30665567354
1745,221086.0048116086
1746,206605.19392492808
1747,216628.19009230548
1748,224759.38260401713
1749,132410.0849977997
1750,136654.18280494132
1751,227194.54930862118
1752,116124.28339488921
1753,157108.19215205213
1754,196424.34565381656
1755,173983.98910067382
1756,144021.4217339873
1757,120067.6057414372
1758,144461.5820953971
1759,163132.5635860976
1760,156903.14321604045
1761,155117.59194727754
1762,190151.38729161603
1763,179961.05387877751
1764,115993.23705252659
1765,186768.8334410261
1766,194538.39134493057
1767,228305.08566541417
1768,140613.19042701967
1769,160945.68929139795
1770,148911.84760686805
1771,125601.79912559132
1772,134272.43419632263
